Pickup_Kynseed |= Kynseed
Pickup_1053 |= Leek Use
Pickup_Description_1053 |= Leeks live up to their name,\n They up your perk and up your game.
Pickup_1054 |= Spearwort location 1
Pickup_Description_1054 |= Spearwort winds like tailor's spools,\n Among Woemarsh's gassy pools.
Pickup_1055 |= Spearwort location 2
Pickup_Description_1055 |= Spearwort hates the crisp new spring,\n hides til summer spreads its wings.
Pickup_1056 |= Spearwort Use
Pickup_Description_1056 |= Spearwort gives that gambling thrill,\n raises up your barter skill.
Pickup_1057 |= Bogbean location 1
Pickup_Description_1057 |= Near the dankest Woemarsh pools,\n Bogbean bursts the nose of fools.
Pickup_1058 |= Bogbean location 2
Pickup_Description_1058 |= Bogbean wakes when it gets wet, That's in Autumn, lest you forget.
Pickup_1059 |= Bogbean Use
Pickup_Description_1059 |= Makes the farts go from your bed,\n But will make you stink instead!
Pickup_1060 |= Iris location 1
Pickup_Description_1060 |= In the drier grassy parts they huddle,\n Iris looks like she needs a cuddle.
Pickup_1061 |= Iris location 2
Pickup_Description_1061 |= Iris hates the winter chills,\n Prefers much warmer, wetter thrills.
Pickup_1062 |= Iris Use
Pickup_Description_1062 |= There is no better substitution,\n For Iris help with Constitution.
Pickup_1063 |= Blind Mary location 1
Pickup_Description_1063 |= Blind Mary may not see,\n Woemarsh paths where she be.
Pickup_1064 |= Blind Mary location 2
Pickup_Description_1064 |= As fog and mist roll in thick,\n Blind Mary wields her thin stick.
Pickup_1065 |= Blind Mary Use
Pickup_Description_1065 |= Blind Mary's sap saps a chap,\n And makes him stumble into traps.
Pickup_1066 |= Mandrake location 1
Pickup_Description_1066 |= Mandrake known for dreadful cries,\n Under the Woemarsh grim, grey skies.
Pickup_1067 |= Mandrake location 2
Pickup_Description_1067 |= When curses ail you then you'll find,\n Mandrake roots show their behind. 
Pickup_1068 |= Mandrake Use
Pickup_Description_1068 |= Mandrake heals wounds quite well,\n But of curses you will smell.
Pickup_1069 |= Marshmallow location 1
Pickup_Description_1069 |= Woemarsh is a land so sallow,\n But there you find the sweet Marshmallow.
Pickup_1070 |= Marshmallow location 2
Pickup_Description_1070 |= Likes the wet and likes the cold,\n Marshmallow in snow and leaves of gold.
Pickup_1071 |= Marshmallow Use
Pickup_Description_1071 |= Marshmallow is the toast of friends,\n It raises up your stock no end.
Pickup_1072 |= Garlic location 1
Pickup_Description_1072 |= In the stinky swampy parts,\n Garlic waits like silent farts.
Pickup_1073 |= Garlic location 2
Pickup_Description_1073 |= Sun rises in the sky,\n and Garlic opens a sleepy eye.
Pickup_1074 |= Garlic Use
Pickup_Description_1074 |= Friends will avoid you like death,\n If garlic is on your stinky breath.
Pickup_1075 |= Bogeyman Fungus location 1
Pickup_Description_1075 |= In the deepest mines the Obscura shows,\n Bogeyman Fungus and where it grows.
Pickup_1076 |= Bogeyman Fungus location 2
Pickup_Description_1076 |= Water poured on subterranean stumps,\n Makes Bogeyman Fungus grow in clumps.
Pickup_1077 |= Bogeyman Fungus Use
Pickup_Description_1077 |= Bogeyman Fungus shares Bogeyman gaits,\n Shy and big and give random traits.
Pickup_1078 |= Crystal Beans location 1
Pickup_Description_1078 |= Crystal Beans in Voide be found,\n Growing in the crystal ground.
Pickup_1079 |= Crystal Beans Use
Pickup_Description_1079 |= Stop sickness, make meek and wards of hex,\n Crystal Beans do oft perplex.
Pickup_1080 |= Crystal Beans location 2
Pickup_Description_1080 |= From 12 til 6 in human hours,\n Crystal Beans show their flowers.
Pickup_1081 |= Veill location 1
Pickup_Description_1081 |= Veill comes from the highest realm of Fae,\n Voide is dark like brightest day.
Pickup_1082 |= Veill location 2
Pickup_Description_1082 |= Veill sprouts for your salvation,\n When Goddesses have their celebration.
Pickup_1083 |= Veill Use
Pickup_Description_1083 |= Veill curses when used in fights,\n But time will slow like drawn-out night.
Pickup_1084 |= Cavewort location 1
Pickup_Description_1084 |= Swamplands and pine forests hide dark caves, \n Cavewort waits there for the brave.
Pickup_1085 |= Cavewort location 2
Pickup_Description_1085 |= The next day after you see rain,\n Cavewort likes to sprout again.
Pickup_1086 |= Cavewort Use
Pickup_Description_1086 |= in darkness Cavewort shies away,\n And shyness is what will with you stay.
Pickup_1087 |= Shanteraag location 1
Pickup_Description_1087 |= In the cosmic Voide you'll see,\n Shanteraag by nebulous trees.
Pickup_1088 |= Shanteraag Use
Pickup_Description_1088 |= Shanteraag makes you a brainy box,\n And more true than any fox.
Pickup_1089 |= Phasmasm location 1
Pickup_Description_1089 |= Phasmasm always seems annoyed,\n When floating pretty in the Voide.
Pickup_1090 |= Phasmasm location 2
Pickup_Description_1090 |= Phasmasm grants athletic powers,\n But makes yor Brian real dum fer howers.
Pickup_1091 |= Phasmasm location 2
Pickup_Description_1091 |= Phasmasm hides it face,\n And needs a hit from a slingshot ace.
Pickup_1092 |= Ifferys location 1
Pickup_Description_1092 |= Ifferys the legendary bud,\n In the realm of Voide they grow so good.
Pickup_1093 |= Ifferys Use
Pickup_Description_1093 |= Dragon's breath won't be a fear,\n And Accuracy will make your shots so near.
Pickup_1094 |= Hob Tooth location 1
Pickup_Description_1094 |= In Simplewood you will find,\n Hobs showing their bare behind.
Pickup_1095 |= Hob Tooth location 2
Pickup_Description_1095 |= If you want small sharp, white blobs,\n Get a tooth from little Hobs.
Pickup_1096 |= Hob Tooth Use
Pickup_Description_1096 |= Hob Tooth gives you oomph for night,\n But also gives you scaredy-fright.
Pickup_1097 |= Vial of Slime location 1
Pickup_Description_1097 |= Lobs for Simplewood show their faces,\n When you intrude upon their places.
Pickup_1098 |= Vial of Slime location 2
Pickup_Description_1098 |= A Vial of Slime from Lobs receive,\n When you of their life relieve.
Pickup_1099 |= Vial of Slime Use
Pickup_Description_1099 |= Disease and illness lose their heart,\n But by Gnomic beards it makes you fart!
Pickup_1100 |= Nob Eye location 1
Pickup_Description_1100 |= In Simplewood and Midwood you can spy,\n A little wink from Nob Eye.
Pickup_1101 |= Nob Eye location 2
Pickup_Description_1101 |= Nobs and Great Nobs drop this prize,\n Fill your pockets with Nob Eyes!
Pickup_1102 |= Nob Eye Use
Pickup_Description_1102 |= Want to stay awake and shrink?\n Pop some Nob Eye in your drink.
Pickup_1103 |= Spirit Essence location 1
Pickup_Description_1103 |= Remnants are cursed to serve the Hags,\n In Toughwood where your heart does sag.
Pickup_1104 |= Spirit Essence location 2
Pickup_Description_1104 |= How to get Spirit Essence drops?\n Harvest remnants just like crops.
Pickup_1105 |= Spirit Essence Use
Pickup_Description_1105 |= Positivity comes in thick,\n But Spirit Essence makes you sick.
Pickup_1106 |= Ancient Cloth location 1
Pickup_Description_1106 |= In Toughwood's dark and crumbling walls,\n Remnants grab you by the halls.
Pickup_1107 |= Ancient Cloth location 2
Pickup_Description_1107 |= Ancient Cloth all torn and tatty,\n From Remnants robes when they go splatty.
Pickup_1108 |= Ancient Cloth Use
Pickup_Description_1108 |= Ancient Cloth will give evil the finger,\n But laziness around you linger.
Pickup_1109 |= Night's Tail location 1
Pickup_Description_1109 |= Barghest, the dark and evil hound,\n In dark and evil Toughwood found.
Pickup_1110 |= Night's Tail location 2
Pickup_Description_1110 |= Want a Night's tail for your stew?\n Barghests are the hound for you! 
Pickup_1111 |= Night's Tail Use
Pickup_Description_1111 |= I am positively sleepless and can't get it up!\n Must be Night's Tail in my cup.
Pickup_1112 |= Dark Paw location 1
Pickup_Description_1112 |= Barghests sniff and pad about,\n in Toughwood where they hold some clout.
Pickup_1113 |= Dark Paw location 2
Pickup_Description_1113 |= Need a Dark Paw in a hurry?\n Just slay a Barghest!  There!  No worry!
Pickup_1114 |= Dark Paw Use
Pickup_Description_1114 |= Dark Paw makes you tough as nails,\n But toxic vapours you'll inhale.
Pickup_1115 |= Poison Tongue location 1
Pickup_Description_1115 |= What's the howl in Toughwood's deeps?\n Its the Barghest as it does creep.
Pickup_1116 |= Poison Tongue location 2
Pickup_Description_1116 |= Barghest has a Poison Tongue you know?\n So never let one lick your toe.
Pickup_1117 |= Poison Tongue Use
Pickup_Description_1117 |= Poison Tongue in more ways than one,\n The body dies, but the rumours go on.
Pickup_1118 |= Sallow Heart location 1
Pickup_Description_1118 |= Do you hear the Banshee screams? In Toughwood and beyond your dreams?
Pickup_1119 |= Sallow Heart location 2
Pickup_Description_1119 |= A Sallow Heart the Banshee holds,\n In Toughwood where the heart grows cold.
Pickup_1120 |= Sallow Heart Use
Pickup_Description_1120 |= Lazy bones from Sallow Heart,\n Take a bite if you are smart.
Pickup_1121 |= Witching Cloth location 1
Pickup_Description_1121 |= Amongst Toughwood's ruins the Banshee wails,\n To freeze your heart, it never fails.
Pickup_1122 |= Witching Cloth location 2
Pickup_Description_1122 |= Witching Cloth is your prize,\n As the callous Banshee dies.
Pickup_1123 |= Witching Cloth Use
Pickup_Description_1123 |= If you want someone to stink and sleep,\n Witching Cloth in your pocket keep.
Pickup_1124 |= Witching Cloth Use
Pickup_Description_1124 |= If you want someone to stink and sleep,\n Witching Cloth in your pocket keep.
Pickup_1125 |= Amethyst location 1
Pickup_Description_1125 |= The glowing spectral lady cries,\n In Toughwood where they damn your eyes.
Pickup_1126 |= Amethyst location 2
Pickup_Description_1126 |= Killing a Banshee is not cruel,\n And they drop Amethyst, a lovely jewel.
Pickup_1127 |= Amethyst Use
Pickup_Description_1127 |= Protects and enhances brain,\n Yet Amethyst your positivity drain.
Pickup_1128 |= Nymph Wing location 1
Pickup_Description_1128 |= In Simplewood like smoothest butter,\n Nymphs elegantly flit and flutter.
Pickup_1129 |= Hag's Eye location 2
Pickup_Description_1129 |= Obvious proverbs live and die,\n Like this one of Hags and the Hag's Eye.
Pickup_1130 |= Nymph Wing Use
Pickup_Description_1130 |= Nymph Wing makes the gossip fly,\n And brings the look of fear into the eye.
Pickup_1131 |= Venom Sac location 1
Pickup_Description_1131 |= Simplewood is totally buzzing mate,\n The Nymphs that fly there don't abate.
Pickup_1132 |= Venom Sac location 2
Pickup_Description_1132 |= Pull off a wing and a Nymph can't fly,\n Chop off their Venom Sac, and they will die.
Pickup_1133 |= Venom Sac Use
Pickup_Description_1133 |= Sick is calmed by Venom Sac,\n But do people talk behind your back?
Pickup_1134 |= Hag's Tooth location 1
Pickup_Description_1134 |= Hags are found in every woods,\n The Sisters like to share their blood.
Pickup_1135 |= Hag's Tooth location 2
Pickup_Description_1135 |= Water, forest or is it night?\n Hag tooth comes with a deadly fright.
Pickup_1136 |= Hag's Tooth Use
Pickup_Description_1136 |= Hag Tooth makes your haggling soar,\n But also makes you weak as straw.
Pickup_1137 |= Hag's Hair location 1
Pickup_Description_1137 |= Hags live in every zone,\n Where crooked hand cracks crooked bone.
Pickup_1138 |= Hag's Hair location 2
Pickup_Description_1138 |= Want some Hag's Hair for a wig?\n Kill a Hag then run like Twig!
Pickup_1139 |= Hag's Hair Use
Pickup_Description_1139 |= Hag's Hair worms out truth like worms from soil,\n And makes you lazy and prone to coil.
Pickup_1140 |= Hag's Eye location 1
Pickup_Description_1140 |= Need a Hag just for her eyes?\n Any forest will give surprise!
Pickup_1141 |= Hag's Eye Use
Pickup_Description_1141 |= Hag's Eye calms the torrid tum,\n But makes you see things through your bum.
Pickup_1142 |= Glass Tear location 1
Pickup_Description_1142 |= For Fachen's sake they often curse,\n When Midwood's monsters steal their purse.
Pickup_1143 |= Glass Tear location 2
Pickup_Description_1143 |= How to gain Glass Tears you ask?\n Kill a Fachen, no simple task.
Pickup_1144 |= Ifferys location 2
Pickup_Description_1144 |= Ifferys flares like a god,\n Only when the days are odd .
Pickup_1145 |= Glass Tear Use
Pickup_Description_1145 |= Glass tears warm the gossip's mittens,\n Then they fall asleep as weak as kittens.
Pickup_1146 |= Yellow Toenail location 1
Pickup_Description_1146 |= Where do Fachens bounce and leap?\n In Midwood you poor sacrificial sheep.
Pickup_1147 |= Yellow Toenail location 2
Pickup_Description_1147 |= Fachen have the dirtiest toes,\n They give you Yellow Toenails you know?
Pickup_1148 |= Yellow Toenail Use
Pickup_Description_1148 |= Yellow Toenails are very hard,\n Make you squeamish, but protect like ward.
Pickup_1149 |= Spriggan Ear location 1
Pickup_Description_1149 |= Isn't the Spriggan a curious creature?\n In Midwood they are a popular feature.
Pickup_1150 |= Spriggan Ear location 2
Pickup_Description_1150 |= Where would one get Spriggan Ear?\n From Spriggan but you must show no fear!
Pickup_1151 |= Spriggan Ear Use
Pickup_Description_1151 |= Spriggan Ears are the gossip's friend,\n They bend and also repel no end!
Pickup_1152 |= Spiky Tip location 1
Pickup_Description_1152 |= Spriggan big and Spriggan small,\n In Midwood rolling like a ball.
Pickup_1153 |= Spiky Tip location 2
Pickup_Description_1153 |= Spriggans drop a Spiky Tip,\n As useful as an apple pip.
Pickup_1154 |= Spiky Tip Use
Pickup_Description_1154 |= Spiky Tip makes you shoot real straight,\n But stops you shooting much, old mate!
Pickup_1155 |= Ogyr Blood location 1
Pickup_Description_1155 |= Ogyr, Ogyr, big, bad brute,\n In Toughwood sits upon his loot.
Pickup_1156 |= Ogyr Blood location 2
Pickup_Description_1156 |= Ogyr Blood is hard to draw,\n So sharpen blades to try to get more!
Pickup_1157 |= Ogyr Blood Use
Pickup_Description_1157 |= Ogyr Blood can give the meekest bravery,\n But also a skull as thick as gravy.
Pickup_1158 |= Fetid Toe location 1
Pickup_Description_1158 |= You may find the ogyr mean,\n In Toughwood wiping his club clean.
Pickup_1159 |= Fetid Toe location 2
Pickup_Description_1159 |= Fetid Toe an ugly prize,\n From Ogyr feet of massive size.
Pickup_1160 |= Fetid Toe Use
Pickup_Description_1160 |= Fetid Toe gives growth and height,\n But you will shrink at any sight.
Pickup_1161 |= Sticky Tongue location 1
Pickup_Description_1161 |= Croakers are a funny frog,\n They live in Midwood's misty bog.
Pickup_1162 |= Sticky Tongue location 2
Pickup_Description_1162 |= If you want a Sticky Tongue,\n Find a Croaker - wow, they're long!
Pickup_1163 |= Sticky Tongue Use
Pickup_Description_1163 |= Clumsy folk have Sticky Tongue,\n Makes them gossip all day long.
Pickup_1164 |= Crude Gullet location 2
Pickup_Description_1164 |= Crude Gullet is found within the joker,\n Of the funny frog they call the Croaker.
Pickup_1165 |= Shanteraag location 2
Pickup_Description_1165 |= Wise old Shanteraag only will appear,\n In the eldest half of year.
Pickup_182 |= Épée de Fer
Pickup_Description_182 |= Give it a bash. Strong vs Hags & Remnants
Pickup_190 |= Faucille de Fer
Pickup_Description_190 |= Revolutionary.
Pickup_191 |= Pelle en Fer
Pickup_Description_191 |= I really dig it.
Pickup_159 |= Minerai de Fer
Pickup_Description_159 |= This is ore.
Pickup_185 |= Bijoux en Fer
Pickup_Description_185 |= Tough but ugly. Like me.
Pickup_520 |= Seau en Fer
Pickup_Description_520 |= Hard to handle.
Pickup_188 |= Iron Ward
Pickup_Description_188 |= Witch we love to hate. Damages Hags & Remnants when they attack.
Pickup_176 |= Moule Décoratif
Pickup_Description_176 |= A mould used for blacksmithing.
Pickup_187 |= Fer Décoratif
Pickup_Description_187 |= Dull.
Pickup_264 |= Luminium Décoratif
Pickup_Description_264 |= Lightens the room.
Pickup_253 |= Shadderwryth Décoratif
Pickup_Description_253 |= Pretty nice.
Pickup_242 |= Étain Décoratif
Pickup_Description_242 |= Oooh a shiny tin star!
Pickup_209 |= Zinc Décoratif
Pickup_Description_209 |= Zinc in the pink.
Pickup_198 |= Cuivre Décoratif
Pickup_Description_198 |= Burnished furnishings.
Pickup_200 |= Ustensiles en Cuivre
Pickup_Description_200 |= Copper load of my fork.
Pickup_266 |= Ustensiles en Luminium
Pickup_Description_266 |= Forked lighting.
Pickup_255 |= Ustensiles en Shadderwryth
Pickup_Description_255 |= Hard to implement.
Pickup_244 |= Ustensiles en Etain
Pickup_Description_244 |= Open a can of worms.
Pickup_211 |= Ustensiles en Zinc
Pickup_Description_211 |= Wash them in the zinc.
Pickup_178 |= Utensils Mould
Pickup_Description_178 |= A mould used for blacksmithing
Pickup_189 |= Ustensiles en Fer
Pickup_Description_189 |= Handy and hardy.
Pickup_194 |= Marteau en Cuivre
Pickup_Description_194 |= A shiny mallet for Timmy.
Pickup_172 |= Hammer Mould
Pickup_Description_172 |= A mould used for blacksmithing
Pickup_183 |= Marteau de Fer
Pickup_Description_183 |= Thumb destroyer.
Pickup_260 |= Marteau en Luminium
Pickup_Description_260 |= A little light tap-tap-taperoo.
Pickup_249 |= Marteau en Shadderwryth
Pickup_Description_249 |= The pound for pound champion.
Pickup_238 |= Marteau en Etain
Pickup_Description_238 |= For hammering paper.
Pickup_205 |= Marteau en Zinc
Pickup_Description_205 |= Sounds like a German synth composer.
Pickup_1166 |= Fairy Cake
Pickup_Description_1166 |= Sugar Plums, Rainbow Mushroom, Marshmallow
Pickup_1167 |= Pendentif en Argent
Pickup_Description_1167 |= How's it hanging?
Pickup_1168 |= Minerai Abyssal
Pickup_Description_1168 |= Mined over matter.
Pickup_184 |= Iron Charm
Pickup_Description_184 |= For those with iron will. Healing more effective.
Pickup_162 |= Minerai d'Or
Pickup_Description_162 |= California dreamin'.
Pickup_163 |= Minerai d'Argent
Pickup_Description_163 |= Silverado!
Pickup_168 |= Minerai d'Hyalite
Pickup_Description_168 |= Tougher than my grandma's chops.
Pickup_169 |= Minerai d'Acier
Pickup_Description_169 |= 
Pickup_181 |= Hache en Fer
Pickup_Description_181 |= 
Pickup_186 |= Pointes de flèche en Fer
Pickup_Description_186 |= 
Pickup_192 |= Hache en Cuivre
Pickup_Description_192 |= 
Pickup_195 |= Couteau en Cuivre
Pickup_Description_195 |= 
Pickup_197 |= Pointes de flèche en Cuivre
Pickup_Description_197 |= 
Pickup_203 |= Hache en Zinc
Pickup_Description_203 |= 
Pickup_206 |= Couteau en Zinc
Pickup_Description_206 |= 
Pickup_208 |= Pointes de flèche en Zinc
Pickup_Description_208 |= 
Pickup_214 |= Hache en Or
Pickup_Description_214 |= 
Pickup_215 |= Épée en Or
Pickup_Description_215 |= Bling it to battle.
Pickup_216 |= Marteau en Or
Pickup_Description_216 |= 
Pickup_217 |= Couteau en Or
Pickup_Description_217 |= 
Pickup_218 |= Bijoux en Or
Pickup_Description_218 |= Don't feel gilty wearing it.
Pickup_219 |= Pointes de flèches en Or
Pickup_Description_219 |= 
Pickup_220 |= Or Décoratif
Pickup_Description_220 |= It's aureate.
Pickup_221 |= Gold Wards
Pickup_Description_221 |= What? Like a Bafta?
Pickup_222 |= Ustensiles en Or
Pickup_Description_222 |= Born with a silver spoon in your mouth?
Pickup_223 |= Faucille en Or
Pickup_Description_223 |= Show off.
Pickup_224 |= Pelle en Or
Pickup_Description_224 |= Dig for gold. Oh, hang on.
Pickup_225 |= Hache en Argent
Pickup_Description_225 |= 
Pickup_226 |= Épée en Argent
Pickup_Description_226 |= You Werewolf it well.
Pickup_227 |= Hache en Argent
Pickup_Description_227 |= 
Pickup_228 |= Couteau en Argent
Pickup_Description_228 |= 
Pickup_229 |= Bijoux en Argent
Pickup_Description_229 |= A sterling piece of work.
Pickup_230 |= Pointes de flèches en argent
Pickup_Description_230 |= 
Pickup_231 |= Argent Décoratif
Pickup_Description_231 |= 5-star spangled banner.
Pickup_232 |= Silver Wards
Pickup_Description_232 |= Nothing to do with an old person's hospital.
Pickup_233 |= Ustensiles en Argent
Pickup_Description_233 |= Fork out for these.
Pickup_234 |= Faucille en Argent
Pickup_Description_234 |= Sounds like a terrible superhero.
Pickup_235 |= Pelle en Argent
Pickup_Description_235 |= Digs into your savings.
Pickup_247 |= Hache en Shadderwryth
Pickup_Description_247 |= 
Pickup_250 |= Couteau en Shaderwryth
Pickup_Description_250 |= 
Pickup_252 |= Pointes de flèche en Shadderwryth
Pickup_Description_252 |= 
Pickup_258 |= Hache en Luminium
Pickup_Description_258 |= 
Pickup_261 |= Couteau en Luminium
Pickup_Description_261 |= 
Pickup_263 |= Pointes de flèche en Luminium
Pickup_Description_263 |= 
Pickup_269 |= Hache Abyssale
Pickup_Description_269 |= 
Pickup_270 |= Épée Abyssale
Pickup_Description_270 |= A dark in the stab. Strong vs Greater Nobs.
Pickup_271 |= Marteau Abyssal
Pickup_Description_271 |= Some proper clobber.
Pickup_272 |= Abysstone Charm
Pickup_Description_272 |= Deeply appealing. Debuff time reduced.
Pickup_273 |= Bijoux Abyssale
Pickup_Description_273 |= For the life of your love.
Pickup_274 |= Pointes de flèche Abyssale
Pickup_Description_274 |= 
Pickup_275 |= Abysstone Decorative
Pickup_Description_275 |= Basically, hanging Wyrm poo on your door.
Pickup_276 |= Abysstone Ward
Pickup_Description_276 |= Ward you believe how tough it is. Reduce Jabberwock poison effect.
Pickup_277 |= Ustensiles Abyssale
Pickup_Description_277 |= Cuts even my cooking in two.
Pickup_278 |= Faucille Abyssale
Pickup_Description_278 |= The deepest cut is the darkest.
Pickup_279 |= Pelle Abyssale
Pickup_Description_279 |= Sunder land til I die.
Pickup_280 |= Eyes of Hyalis Axe
Pickup_Description_280 |= 
Pickup_281 |= Épée en Hyalite
Pickup_Description_281 |= Bleeding expensive. No weaknesses vs current monsters.
Pickup_282 |= Marteau en Hyalite
Pickup_Description_282 |= The pound for pound champion.
Pickup_283 |= Couteau Yeux d'Hyalis
Pickup_Description_283 |= 
Pickup_284 |= Bijoux en Hyalite
Pickup_Description_284 |= For the jet-set.
Pickup_285 |= Eyes of Hyalis Arrowheads
Pickup_Description_285 |= 
Pickup_286 |= Hyalite Decorative
Pickup_Description_286 |= Darken your home.
Pickup_287 |= Hyalite Ward
Pickup_Description_287 |= Heavy metalwear. No current useful effect.
Pickup_288 |= Hyalite Utensils
Pickup_Description_288 |= With a lifetime guarantee.
Pickup_289 |= Hyalite Sickle
Pickup_Description_289 |= That's acute sickle.
Pickup_290 |= Hyalite Shovel
Pickup_Description_290 |= Not dirt cheap.
Pickup_291 |= Hache en Acier
Pickup_Description_291 |= 
Pickup_292 |= Épée en Acier
Pickup_Description_292 |= 
Pickup_293 |= Marteau en Acier
Pickup_Description_293 |= 
Pickup_294 |= Couteau en Acier
Pickup_Description_294 |= 
Pickup_295 |= Steel Jewellery
Pickup_Description_295 |= 
Pickup_296 |= Steel Arrowheads
Pickup_Description_296 |= 
Pickup_297 |= Steel Decorative
Pickup_Description_297 |= 
Pickup_298 |= Steel Wards
Pickup_Description_298 |= 
Pickup_299 |= Steel Utensils
Pickup_Description_299 |= 
Pickup_300 |= Steel Sickle
Pickup_Description_300 |= 
Pickup_301 |= Steel Shovel
Pickup_Description_301 |= 
Pickup_17 |= Morwenna Effigy
Pickup_Description_17 |= Summon a stampede of ferocious farm animals.
Pickup_170 |= Hyalis Effigy
Pickup_Description_170 |= Will the scales choose full healing or damage?
Pickup_239 |= Couteau en Etain
Pickup_Description_239 |= 
Pickup_236 |= Hache en Etain
Pickup_Description_236 |= 
Pickup_241 |= Pointes de flèche en Etain
Pickup_Description_241 |= 
Pickup_19 |= Aurore Effigy
Pickup_Description_19 |= Shock your enemies.
Pickup_516 |= Seau en Or
Pickup_Description_516 |= A pale gold colour.
Pickup_517 |= Seau en Argent
Pickup_Description_517 |= An object of lustre.
Pickup_521 |= Seau en Acier
Pickup_Description_521 |= 
Pickup_519 |= Seau Hyalite
Pickup_Description_519 |= Hard as a bucket of nails.
Pickup_522 |= Seau Abyssale
Pickup_Description_522 |= Haul for one and one for haul.
Pickup_1169 |= Golden Egg
Pickup_Description_1169 |= Have You Been Stalking Me?
Pickup_1170 |= Fairweather Token
Pickup_Description_1170 |= I can vouch for them. Reduces cost of Fairweather items by 1 year.
Pickup_1171 |= Stamina Token
Pickup_Description_1171 |= Energy ball. Adds a ball of Stamina to your combat ability.
Pickup_1172 |= Stat Token
Pickup_Description_1172 |= Take it! Stat! Add 1 point permanently to a stat of your choosing.
Pickup_1173 |= Good Token
Pickup_Description_1173 |= For good eggs. Increase a Stat permanently.
Pickup_1174 |= Bad Token
Pickup_Description_1174 |= A bad apple. Useless. Try keeping your children happy in future.
Pickup_1175 |= Fameseeker
Pickup_Description_1175 |= Enhance your Reputation. Extra REP per kill.
Pickup_1176 |= Pinn's Point
Pickup_Description_1176 |= Critical for Counters. 25% chance that Counters crit.
Pickup_1177 |= Milligan's Spike
Pickup_Description_1177 |= A block of hurt. Parrying causes 5 damage to the attacker.
Pickup_1178 |= Gale Bulg
Pickup_Description_1178 |= Blows your node. Attacking a lane with an obstacle clears it with a tornado.
Pickup_1179 |= Dead Reckoner
Pickup_Description_1179 |= Ghost head-buster. Undead take 25% more damage.
Pickup_1180 |= Hammer of the Ancients
Pickup_Description_1180 |= An old-school hammering. Adds one star to each crafted item.
Pickup_1181 |= Feu de camp
Pickup_Description_1181 |= Gather round...
Pickup_1182 |= Leek Seed
Pickup_Description_1182 |= Only natural.
Pickup_1183 |= Crystal Bean Seed
Pickup_Description_1183 |= Sounds like a posh actress.
Pickup_1184 |= Pink Rose Seed
Pickup_Description_1184 |= Sow pretty.
Pickup_1185 |= Iris Seed
Pickup_Description_1185 |= For gardening pupils.
Pickup_1186 |= Cavewort Seed
Pickup_Description_1186 |= Dank you very much.
Pickup_1187 |= Gnome Mine Key
Pickup_Description_1187 |= Can you pixie the lock?
Pickup_1188 |= Worzel's Grotto Key
Pickup_Description_1188 |= Belonged to a Manic Miner.
Pickup_1189 |= Emplacement du Minerai d'Etain 1
Pickup_Description_1189 |= Reliable and plenty is old Tin, In Vale mines where air is thin.
Pickup_1190 |= Emplacement du Minerai de Cuivre 1
Pickup_Description_1190 |= Copper red and copper shine, Copper lays in Summerdown mine.
Pickup_1191 |= Emplacement du Minerai de Zinc 1
Pickup_Description_1191 |= Zinc is an old and ancient ore, Mellowfields, the place to bore.
Pickup_1192 |= Emplacement du Minerai de Fer 1
Pickup_Description_1192 |= Woemarsh is tough as the iron it holds, In the mines so dark below.
Pickup_1193 |= Emplacement du Minerai de Shadderwryth 1
Pickup_Description_1193 |= Shadderwryth is the Dryad's metal, In dark places away from petal.
Pickup_1194 |= Emplacement du Minerai de Luminium 1
Pickup_Description_1194 |= The humble Gnome loves to mine, The Luminuium ore cos of its shine.
Pickup_1195 |= Emplacement du Minerai Abyssal 1
Pickup_Description_1195 |= Deep in Dreadwaters lightless depths, Abysstone catches breath.
Pickup_1196 |= Emplacement du Minerai Hyalite 1
Pickup_Description_1196 |= In Voide the Hyalite lines the way, On rocks from places far away.
Pickup_1197 |= Fog Horn
Pickup_Description_1197 |= Not a leg horn. Creates fog.
Pickup_1198 |= Calmonica
Pickup_Description_1198 |= Harmonious. Calms weather instantly.
Pickup_1199 |= Snowglobe
Pickup_Description_1199 |= Your own personal snow maker.
Pickup_1200 |= Wuther Ring
Pickup_Description_1200 |= Takes wind-summoning to new heights.
Pickup_1201 |= Hiya's Synthetic Bucket
Pickup_Description_1201 |= It's pronounced 'bouquet'. Carries 4x the amount of poop.
Pickup_1202 |= Mockcluckie Seed
Pickup_Description_1202 |= Chick peas. Grow kinder chicken drumsticks.
Pickup_1203 |= Divine Diviner
Pickup_Description_1203 |= Find digspots by carrying a shovel. You will receive a ping as you get closer!
Pickup_1204 |= Machine Tool
Pickup_Description_1204 |= Industry at work. Doubles the yield when crafting at the blacksmith.
Pickup_1205 |= Ensemble de Chimie
Pickup_Description_1205 |= Test those tubes! Doubles the yield when crafting at the apothecary.
Pickup_1206 |= Professor Bugpass
Pickup_Description_1206 |= Passive. Increases family study XP gain.
Pickup_1207 |= Waste-Not
Pickup_Description_1207 |= Yum Yum. Double the yield when crafting any cooked food.
Pickup_1208 |= Livre Illustré
Pickup_Description_1208 |= A pretty graphic novel.
