PIG_RACING |= Pig Racing
UI_Title_ExitDesktop |= Revenir au bureau?
UI_Title_Copyright |= Copyright 2017-2022 PixelCount Studios Limited. All Rights Reserved.
UI_Title_ConfirmDelete |= Supprimer cet sauvegarde?
UI_Title_CannotDelete |= Impossible de supprimer la sauvegarde.
UI_Title_SuccessDelete |= Sauvegarde supprimé.
UI_Title_CannotLoad |= Impossible de charger la dernière sauvegarde.

UI_Pause_Resume |= Reprendre
UI_Pause_Return |= Retour
UI_Pause_Options |= Options
UI_Pause_Credits |= Credits
UI_Pause_ToTitle |= Retour au Menu
UI_Pause_ToTitle_Ask |= Revenir à l'écran titre?
UI_Pause_ToDesktop |= Quitter le jeu
UI_Pause_ToDesktop_Ask |= Revenir au bureau?
UI_Pause_Changelog |= Changelog
UI_Pause_HowToPlay |= Astuces & Conseils
UI_Pause_Progress |= Progression du joueur

UI_Settings_Settings |= Parametres
UI_Settings_Language |= ‰ Language
UI_Settings_Display |= Affichage
UI_Settings_Audio |= Audio
UI_Settings_Control |= Control
UI_Settings_UI |= UI
UI_Settings_Accessibility |= Accessibilité
UI_Settings_Fullscreen |= Fullscreen
UI_Settings_Vsync |= VSync
UI_Settings_Emission |= Emission
UI_Settings_Bloom |= Bloom
UI_Settings_Water |= Eau
UI_Settings_InputMode |= Input mode
UI_Settings_StreamerMode |= Streamer mode
UI_Settings_HideHUD |= Hide entire HUD
UI_Settings_HidePCToolbar |= Hide keyboard/mouse toolbar
UI_Settings_HideItemTooltips |= Hide active item tooltips
UI_Settings_TextAntiAliasing |= Text anti-aliasing
UI_Settings_PortraitStyle |= High resolution portraits
UI_Settings_TextBackground |= In-world text background
UI_Settings_DialogueSpeed |= Dialogue speed
UI_Settings_DialogueNormal |= Normal
UI_Settings_DialogueFast |= Fast
UI_Settings_DialogueInstant |= Instant
UI_Settings_DisableScreenshake |= Disable screenshake
UI_Settings_CombatSpeed |= Combat monster speed
UI_Settings_RigidCamera |= Rigid camera movement
UI_Settings_ReduceFlashing |= Reduce flashing
UI_Settings_NoWarping |= Disable warping effects
UI_Settings_InvertX |= Invert thumbstick X
UI_Settings_InvertY |= Invert thumbstick Y
UI_Settings_InvertHotbar |= Invert hotbar
UI_Settings_DefaultRun |= Default speed
UI_Settings_SpeedWalk |= Walk
UI_Settings_SpeedRun |= Run
UI_Settings_KBMInteract |= Keyboard/Mouse interact menu
UI_Settings_GamepadInteract |= Gamepad interact menu
UI_Settings_MapKeyboard |= Remap Keyboard
UI_Settings_MapGamepad |= Remap Gamepad
UI_Settings_PrimaryThumbstick |= Primary thumbstick
UI_Settings_PrimaryMouse |= Primary mouse button
UI_Settings_DisableGamepad |= Disable gamepad input
UI_Settings_DisableGamepadQuestion |= Disable all gamepad input?
UI_Settings_Music |= Music
UI_Settings_Ambient |= Ambient
UI_Settings_Pronounce |= How to pronounce Kynseed
UI_Settings_SoundEffects |= Sound effects
UI_Settings_Click |= Press once
UI_Settings_Hold |= Hold
UI_Settings_Off |= Off
UI_Settings_Low |= Low
UI_Settings_High |= High
UI_Settings_AutoDetect |= Auto-detect
UI_Settings_Gamepad |= Gamepad
UI_Settings_KeyboardMouse |= Keyboard/mouse
UI_Settings_ContextDialogue |= In-world text
UI_Settings_TestDialogue |= Here is your selected dialogue speed.
UI_Settings_Remap_Clear |= Clear Key
UI_Settings_Remap_Gameplay |= Gameplay
UI_Settings_Remap_Combat |= Combat
UI_Settings_Remap_UI |= Interface
UI_Settings_Remap_NotMapped |= "<VAR1>" is not mapped.
UI_Settings_RestoreDefault |= Restore default

UI_Barter_SoldItem |= Item vendu
UI_Barter_ForPrice |= Pour ☎<VAR1>!

UI_Choice_PurchaseItem |= Acheter <VAR1>?
UI_Choice_ThrowingGame |= Try your luck at the throwing game for ☎<VAR1>?
UI_BuyShop_Value |= <VAR1> is valued at ☎<VAR2>.
UI_BuyShop_ComesWith |= It comes with the following items:
UI_BuyShop_Buy |= Buy Shop

UI_Chat_HowAreYou |= Comment allez-vous?
UI_Chat_WhatsHappening |= Que ce passe-t-il?
UI_Chat_WhatsHappeningImportant |= ☋ Que ce passe-t-il?
UI_Chat_Goodbye |= Au revoir
UI_Chat_Gift |= Cadeau
UI_Chat_GiftTask |= Cadeau / Tâche
UI_Chat_Gossip_People |= Personnes
UI_Chat_Gossip_Items |= Items
UI_Chat_Gossip_World |= Monde

UI_Fairweather_Free |= Free
UI_Fairweather_Confirm |= Take the <VAR1>?

UI_SecretBox_Property |= Property of <VAR1>
UI_SecretBox_Taken |= Contents taken for this generation
UI_SecretBox_Unlock |= Attempt unlock

UI_GamepadRing_Tools |= Outils
UI_GamepadRing_Containers |= Conteneurs
UI_GamepadRing_Throwables |= Jetables

UI_Lemon_Open |= Open stand for how many hours?
UI_Lemon_OpenCost |= Open <VAR1>
UI_Lemon_Price |= Price
UI_Lemon_Time |= Time
UI_Lemon_Profit |= Profit
UI_Lemon_ChangeItem |= Change Item
UI_Lemon_ChangePrice |= Change Price
UI_Lemon_CloseEarly |= Close the stall early?
UI_Lemon_Close |= Close stall
UI_Lemon_SetPrice |= Set price:

UI_Interact_Introduce |= Introduire
UI_Interact_Talk |= Parler
UI_Interact_Play |= Jouer
UI_Interact_Gift |= Cadeau
UI_Interact_GiftTask |= Cadeau / Tâche
UI_Interact_Ride |= Monter
UI_Interact_Pet |= Animaux
UI_Interact_Buy |= Acheter
UI_Interact_Follow |= Suivre
UI_Interact_Swap |= Échanger
UI_Interact_Stop |= Stop
UI_Interact_Feed |= Nourrir <VAR1>

UI_OrderStock_Arriving |= Arriving <VAR1>
UI_OrderStock_AlreadyOrdered |= Stock already on order!
UI_OrderStock_Order10From |= Order 10 from <VAR1>
UI_OrderStock_OrderItem |= Order <item:<VAR1>> <VAR2>
UI_OrderStock_BudgetBox |= Budget Box <VAR1>
UI_OrderStock_NormalBox |= Normal Box <VAR1>
UI_OrderStock_PremiumBox |= Premium Box <VAR1>

UI_Dandy_Clothing |= Vêtement
UI_Dandy_Cost |= Coût x<VAR1> <VAR2>
UI_Dandy_NoChange |= Pas de changement

UI_Popup_Proverb |= Proverbe

UI_PottNotice_Title |= If ya findin yer mind all dizzy\nHere's some wairk to keep ya busy
UI_NoSeeds |= Pas de graines à planter

UI_RaceBet_CannotAfford |= Come back when you have some Brass, it costs ☎<VAR1> to enter.
UI_RaceBet_Question |= Which animal will win? Pay ☎<VAR1> to enter.
UI_RaceBet_YouWon |= Congratulations, your choice won!
UI_RaceBet_YouWon |= Congratulations, here's your prize!
UI_RaceBet_YouWon |= Very lucky! Take your prize...
UI_RaceBet_YouLost |= Sorry, you didn't win this time.
UI_RaceBet_YouLost |= Unlucky, better luck next time!
UI_RaceBet_YouLost |= Hard luck.

UI_Rename_SetName |= Donner un nom
UI_Rename_Rename |= Renommer
UI_Rename_RenamePet |= Renommer <VAR1>
UI_Rename_NotYourPet |= Vous ne pouvez pas renommer cet animal.

UI_Sleep_SetTime |= Heure Réveil
UI_Sleep_SleepSave |= Dormir & Sauvegarder
UI_Sleep_Sleep |= Dormir
UI_Sleep_ChildWarning |= Les enfants doivent dormir de 23h à 6h.\nVous vous réveillerez à 6h.

UI_Squeal_AcceptOffer |= Accepter l'offre
UI_Squeal_Play |= Jouer ☎<VAR1>

UI_Tinker_Ask |= Qu'est-ce que vous voulez faire?
UI_Tinker_Buy |= Acheter ☎<VAR1>
UI_Tinker_BuyQuestion |= Acheter <VAR1> pour le <VAR2>?
UI_Tinker_Bought |= Acheté
UI_Tinker_NoShops |= Aucun magasin possédé

UI_MinigameProgress_Complete |= Compléter
UI_MinigameProgress_StageClear |= Niveau terminé

UI_Rod_Ripple |= Ripple
UI_Rod_Cast |= Lancer
UI_Rod_Reel |= Rembobiner
UI_Rod_FishEye |= Fish Eye
UI_Instrument_Play |= Jouer
UI_Lantern_On |= On
UI_Lantern_Off |= Off
UI_Slingshot_Draw |= Tirer
UI_Tool_Mine |= Miner
UI_Tool_Dig |= Creuser
UI_Tool_Tap |= Tap
UI_Tool_Water |= Arroser
UI_Tool_Gather |= Gather
UI_Tool_Plant |= Planter
UI_Tool_Climb |= Monter
UI_Tool_Change_Seed |= Change
UI_Tool_ContainRelease |= Remplir/Vider
UI_Tool_GoHome |= Go home
UI_Tool_Teleport |= Teleport
UI_Tool_Rest |= Rest
UI_Tool_PlayMusic |= Play music
UI_Tool_Whistle |= Sifflet
UI_Tool_Default |= Utiliser
UI_Tool_TriggerRain |= Trigger rain
UI_Tool_TriggerStorm |= Trigger storm
UI_Tool_TriggerBlizzard |= Trigger blizzard
UI_Tool_TriggerSnow |= Trigger snow
UI_Tool_TriggerCalm |= Trigger calm weather
UI_Tool_TriggerWind |= Trigger winds
UI_Tool_TriggerFog |= Trigger fog

UI_ChangeLog_Log |= Log

UI_ChatHistory_ChatHistory |= Chat History

UI_Progress_NPCs |= NPCs met
UI_Progress_Items |= Items found
UI_Progress_Shops |= Businesses owned
UI_Progress_Tax |= Tax due
UI_Progress_FairweatherItems |= Fairweather items
UI_Progress_Misc |= Misc Stats
UI_Progress_Skill |= Skills
UI_Progress_Achievements |= Achievements
UI_Progress_AchievementHiddenTitle |= Secret
UI_Progress_AchievementHidden |= This achievement is secret. The more you play, the more likely you are to unlock it!
UI_Progress_FairweatherTaxYear |= 1 year
UI_Progress_FairweatherTaxYears |= <VAR1> years
UI_Progress_Misc_PlayerMarriages |= Player marriages
UI_Progress_Misc_PlayerChildren |= Player children
UI_Progress_Misc_PlayerDivorces |= Player divorces
UI_Progress_Misc_FishCaught |= Fish caught
UI_Progress_Misc_CombatWins |= Combat wins
UI_Progress_Misc_CombatDeaths |= Combat deaths
UI_Progress_Misc_CombatEscapes |= Combat escapes
UI_Progress_Misc_DamageDealt |= Combat damage dealt
UI_Progress_Misc_TotalTax |= Total tax

UI_Grandmaster_Reward |= Gained REP
UI_Grandmaster_Full |= REP Full!

Creature_Wottyzit |= Wottyzit

HomeName_0 |= Willowdown Farm
HomeName_1 |= Candlewych Cottage
HomeName_7 |= Ale and Hearty
HomeName_8 |= Halfmoon House
HomeName_9 |= Anvilla
HomeName_21 |= The Spiced Apple
HomeName_15 |= Nutts Cattery
HomeName_22 |= Cuckoo Cabin
HomeName_14 |= Cider Rules House
HomeName_5 |= Bad Manor
HomeName_16 |= Keeper's Cottage
HomeName_18 |= Pebbley Mill
HomeName_10 |= The Olde Smoke House
HomeName_11 |= Spoutalot
HomeName_12 |= Complaint Lodge
HomeName_13 |= The Boiler House
HomeName_17 |= Spanglefangle Starshed
HomeName_23 |= History House
HomeName_36 |= Underhilt
HomeName_24 |= House of Vision
HomeName_25 |= Fishslap House
HomeName_26 |= The Rainbow
HomeName_28 |= Apple of my Eye Pad
HomeName_29 |= Heartsmelter Home
HomeName_30 |= Longpipe Place
HomeName_37 |= Gilthearth
HomeName_34 |= The Love Shack
HomeName_27 |= Rufenflaw
HomeName_31 |= Underpant Cottage
HomeName_33 |= Beulah
HomeName_32 |= The Bow Compound
HomeName_42 |= Castaway
HomeName_44 |= Tradewinds
HomeName_45 |= The Miniature Citadel
HomeName_46 |= Harmony House
HomeName_38 |= Olive Ridge
HomeName_39 |= Brews Terraces
HomeName_47 |= Kooky Burrows
HomeName_40 |= Windy Willows
HomeName_41 |= Shame Meadows
HomeName_55 |= Pranker Place
HomeName_50 |= Hammer House
HomeName_51 |= Cheese Cottage
HomeName_52 |= On the House
HomeName_53 |= Swelling Dwelling
HomeName_54 |= Book End
HomeName_48 |= Well Hanging Gardens
HomeName_56 |= Big Twig
HomeName_57 |= Rose Cottage

ToolType_Sickle |= Sickle
ToolType_Slingshot |= Slingshot
ToolType_FishingRod |= Fishing rod
ToolType_Spade |= Spade
ToolType_Pickaxe |= Pioche
ToolType_Sword |= Épée
ToolType_Bow |= Arc

UI_FaeRealm |= Fae Realm
MapName_0 |= Willowdown Farm
MapName_1 |= Candlewych Cottage
MapName_2 |= Candlewych Village
MapName_3 |= Cuckoo Wood
MapName_4 |= Testy Acres
MapName_5 |= Cowpat Farm
MapName_6 |= Crumblechalk Mine
MapName_7 |= Flickering Grotto
MapName_8 |= Dreamers Nook
MapName_9 |= Burial Grounds
MapName_10 |= TestMap
MapName_11 |= TestJobs
MapName_12 |= Mosswhisper Ruin
MapName_13 |= Candlewych West
MapName_14 |= Festival Green
MapName_15 |= Druidas Cross
MapName_16 |= North Gate
MapName_17 |= Briar
MapName_18 |= Daydream
MapName_19 |= Rivermoor
MapName_20 |= Homesteads
MapName_21 |= Poppyhill
MapName_22 |= FestField
MapName_23 |= Loverwood
MapName_24 |= Naida's Glory
MapName_25 |= Drownhill
MapName_26 |= The Shingles
MapName_27 |= Mellowbrook
MapName_28 |= Cunning Plots
MapName_29 |= Outlane
MapName_30 |= FineFayre
MapName_31 |= Freyl's Fields
MapName_32 |= Stonecrown
MapName_33 |= The Dancers
MapName_34 |= Simplewood
MapName_35 |= Midwood
MapName_36 |= Tunt
MapName_37 |= Aurore's Tears
MapName_38 |= Terrarium
MapName_39 |= The Feasting Stones
MapName_40 |= Ferrous Footway
MapName_41 |= Wisptrail
MapName_42 |= Copperpot
MapName_44 |= Frogmarsh
MapName_45 |= Greymarket
MapName_46 |= The Circle
MapName_47 |= Toughwood
MapName_48 |= Wyrm Abyss
MapName_49 |= Mellowmine
MapName_50 |= Deep Mine
MapName_51 |= Grimghast
MapName_52 |= Sagtyt
MapName_53 |= Laughing Cavern
MapName_54 |= Silent Reach
MapName_55 |= Hyalis Gaze
MapName_56 |= Tir Na Nog
MapName_57 |= Voide
MapName_58 |= E'ergreen
MapName_59 |= Lair
MapName_60 |= Dreadwaters
MapName_61 |= The Twanging Gardens
MapName_62 |= The Shoe
MapName_63 |= Cabaret Du Fae
MapName_64 |= Minigames
MapName_65 |= NavTestMap

RegionVALE |= Vale
RegionSUMMERDOWN |= Summerdown
RegionMELLOWFIELDS |= Mellowfields
RegionWOEMARSH |= Woemarsh
RegionDEEPSTONE |= Deepstone
RegionPINEHAVEN |= Pinehaven
RegionTIRNANOG |= Tir Na Nog
RegionEVERGREEN |= E'ergreen
RegionBRIAR |= Briar
RegionVOIDE |= Voide
RegionSimplewood |= Simplewood
RegionMidwood |= Midwood
RegionToughwood |= Toughwood
DateSpot_The_Cuttings |= The Cuttings
DateSpot_Brook_Corner |= Brook Corner
DateSpot_The_Watcher |= The Watcher
DateSpot_The_Watched |= The Watched
DateSpot_Kings_Meadow |= Kings Meadow
DateSpot_Lovers_Laugh |= Lovers Laugh
DateSpot_Baker_Grove |= Baker Grove
DateSpot_Rhubarbs_Crumble |= Rhubarbs Crumble
DateSpot_Apples_Crumble |= Apples Crumble
DateSpot_Blackberries_Crumble |= Blackberries Crumble
DateSpot_Sweetmusic_Chin |= Sweetmusic Chin
DateSpot_NookieNookNook |= Nookie Nook Nook
DateSpot_Wildcat_Ruin |= Wildcat Ruin
DateSpot_Forgotten_Hole |= Forgotten Hole
DateSpot_Testy_Falls |= Testy Falls
DateSpot_Cuckoo_Tree |= Cuckoo Tree
DateSpot_Lost_Man |= Lost Man
DateSpot_Abandoned_Hut |= Abandoned Hut
DateSpot_Sleepers_Jetty |= Sleepers Jetty
DateSpot_Jabbers_Jaw |= Jabbers Jaw
DateSpot_Resting_Man |= Resting Man
DateSpot_Dirty_Den |= Dirty Den
DateSpot_Eyre_Pond |= Eyre Pond
DateSpot_Wuthering_Pond |= Wuthering Pond
DateSpot_Wildfell_Pond |= Wildfell Pond
DateSpot_Memory_Cape |= Memory Cape
DateSpot_Feinters_Slab |= Feinters Slab
DateSpot_Pool_Of_Passing |= Pool Of Passing
DateSpot_Stone_Blossom |= Stone Blossom
DateSpot_The_Necking_Stump |= The Necking Stump
DateSpot_Longing_Garden |= Longing Garden
DateSpot_Glass_House |= Glass House
DateSpot_Carrot_Top |= Carrot Top
DateSpot_Poppy_Cranny |= Poppy Cranny
DateSpot_Old_Lady_Falls |= Old Lady Falls
DateSpot_Cuddlers_Corner |= Cuddlers Corner
DateSpot_The_Thoughtful_Man |= The Thoughtful Man
DateSpot_GoldenFields |= GoldenFields
DateSpot_Nine_Ball_Pool |= Nine Ball Pool
DateSpot_The_Herb_Garden |= The Herb Garden
DateSpot_Willow_End |= Willow End
DateSpot_The_Old_Windmill |= The Old Windmill
DateSpot_Lonely_Oak |= Lonely Oak
DateSpot_Dumping_Ground |= Dumping Ground
DateSpot_LonelyStump |= Lonely Stump
DateSpot_LavendarLay |= Lavendar Lay
DateSpot_Shroomhouses |= Shroomhouses
DateSpot_RapidPoint |= Rapid Point
DateSpot_SecretCorner |= Secret Corner
DateSpot_FlingBridge |= Fling Bridge
DateSpot_RushingNook |= Rushing Nook
DateSpot_KissesSneak |= Kisses Sneak
DateSpot_OverTheBoardwalk |= Over The Boardwalk
DateSpot_RoundBackOShoppe |= Round Back O Shoppe
DateSpot_TreeOfMemories |= Tree Of Memories
DateSpot_MerryMaypole |= Merry Maypole
DateSpot_ThreeWitches |= Three Witches
DateSpot_LoveFalls |= Love Falls
DateSpot_WantedMan |= Wanted Man
DateSpot_Twins |= Twins
DateSpot_HugWall |= Hug Wall
DateSpot_TwistedSisters |= Twisted Sisters
DateSpot_DeepeyePonds |= Deepeye Ponds
DateSpot_UnderwoodGrotto |= Underwood Grotto
DateSpot_BridgeOfSighs |= Bridge Of Sighs

Season_Spring |= Printemps
Season_Summer |= Été
Season_Autumn |= Automne
Season_Winter |= Hiver

DayAndSeason |= Jour <VAR1> de <VAR2>
WeekAndSeason |= Semaine <VAR1> de <VAR2>

Prologue_NewDayTitle |= Jour <VAR1>
Prologue_NewDayGoddess |= Jour <VAR1> - Jour de la déesse
Prologue_NewDay |= <VAR1> Brass waiting to collect!\n<VAR2> new tasks added for the day.
	
Goddess_Druida |= Druida
Goddess_Naida |= Naida
Goddess_Freyl |= Freyl
Goddess_Hyalis |= Hyalis
Goddess_Morwenna |= Morwenna
Goddess_Morvenna |= Morwenna
Goddess_Aurore |= Aurore

ShopType_Apothecary |= Apothecary
ShopType_Blacksmith |= Blacksmith
ShopType_GoodsStore |= Goods store
ShopType_Inn |= Tavern
ShopType_Any |= Tout

TraitAccuracy |= Précision
TraitAnimalHater |= Déteste les animaux
TraitAnimalLover |= Aime les animaux
TraitAntiSickness |= Anti-maladie
TraitBarter |= Troc
TraitBlessed |= Béni
TraitBravery |= Bravoure
TraitCharm |= Charme
TraitClumsiness |= Maladresse
TraitConstitution |= Constitution
TraitCowardly |= Cowardly
TraitCursed |= Maudit
TraitDigestive |= Digestif
TraitDrunk |= Ivre
TraitEmetic |= Emétique
TraitFlameproof |= Antidéflagrant
TraitFlatulence |= Flatulence
TraitFriendly |= Amical
TraitGassy |= Gazeux
TraitGossip |= Potin
TraitGrowth |= Croissance
TraitHatred |= Haine
TraitHealing |= Guérison
TraitIllusion |= Illusion
TraitInfertility |= Infertilité
TraitInsomnia |= Insomnie
TraitIntelligence |= Intelligence
TraitLaxative |= Laxatif
TraitLaziness |= Paresse
TraitLove |= Amour
TraitMeek |= Doux
TraitNarcolepsy |= Narcolepsie
TraitNegativity |= Négativité
TraitParanoid |= Paranoiaque
TraitPoisonous |= Venimeux
TraitPositivity |= Positivité
TraitRepel |= Repousser
TraitScent |= Parfum
TraitSedative |= Sédatif
TraitSeeInDark |= Voir dans le Noir
TraitShrinking |= Contraction
TraitShy |= Timide
TraitSober |= Sobre
TraitSpeed |= Vitesse
TraitSqueamish |= Délicat
TraitStamina |= Endurance
TraitStench |= Puanteur
TraitStrength |= Force
TraitStupidity |= Stupidité
TraitToughness |= Dureté
TraitTruth |= Vérité
TraitVirility |= Virilité
TraitWaterproof |= Waterproof
TraitWeakness |= Faiblesse
TraitWeakwilled |= Weak-willed
TraitNone |= None
TraitSideEffect |= Side Effect

Letter_TwigIntroPrologue |= Letter from Twig
Letter_LucyPrologue |= Letter from Lucy Arrows
Letter_TwigPrologue |= Invitation from Twig
Letter_AshPrologue |= Letter from Ash
Letter_SiblingY5 |= Letter from Sibling
Letter_Jacob |= Letter from Jacob
Letter_Fairweather |= Letter from Fairweather
Letter_BakeOffInvite |= <CompetitionName> Invitation
Letter_BakeOffResults |= <CompetitionName> Results
Letter_FishingCompInvite |= <CompetitionName> Invitation
Letter_FishingCompResults |= <CompetitionName> Results
Letter_FlowerShowInvite |= <CompetitionName> Invitation
Letter_FlowerShowResults |= <CompetitionName> Results
Letter_VegetableShowInvite |= <CompetitionName> Invitation
Letter_VegetableShowResults |= <CompetitionName> Results
Letter_MissingTask1 |= Missing Person Letter
Letter_MissingTask2 |= Missing Sword Letter
Letter_MissingTask3 |= Missing Cow Letter
Letter_UnclePast |= Uncle's Past
Letter_ShopTinkerApoth |= Apothecary Specialisation
Letter_ShopTinkerGoodStore |= Good Store Specialisation
Letter_ShopTinkerBlacksmith |= Blacksmith Specialisation
Letter_NPCSTORY_JohnBows_1 |= Letter from John Bows
Letter_NPCSTORY_MelanieJugg_1 |= Letter from Melanie Jugg
Letter_NPCSTORY_Icabod |= Rescue Me!
Letter_IcabodGoodStore |= Letter from Icabod
Letter_EndOfYear |= Annual Events
Letter_EndOfYearHeader_Year |= Year <Year>
Letter_TinkerShopBuy |= Your first Shop

SkillTree_Twig |= Twig
SkillTree_Combat Master |= Jogon
UI_ToolLevel_0 |= Fledgling 
UI_ToolLevel_1 |= Neophyte
UI_ToolLevel_2 |= Novice
UI_ToolLevel_3 |= Apprentice
UI_ToolLevel_4 |= Journeyman
UI_ToolLevel_5 |= Craftsman
UI_ToolLevel_6 |= Artisan
UI_ToolLevel_7 |= Adept
UI_ToolLevel_8 |= Expert
UI_ToolLevel_9 |= Master
UI_ToolLevel_10 |= Legendary
UI_GM_Complete |= Legend

SickleLevel2 |= Seed chance 2%
SickleLevel3 |= Extra yield chance 5%
SickleLevel4 |= Seed chance 5%	
SickleLevel5 |= Extra yield chance 10%	
SickleLevel6 |= Seed chance 10%	
SickleLevel7 |= Extra yield chance 15%	
SickleLevel8 |= Seed chance 25%	
SickleLevel9 |= Extra yield chance 25%	
SickleLevel10 |= Star rating +1

SlingshotLevel2 |= Extra yield chance 5%
SlingshotLevel3 |= Extra yield chance 10%
SlingshotLevel4 |= Extra yield chance 15%
SlingshotLevel5 |= Extra yield chance 25%
SlingshotLevel6 |= Extra yield chance 30%
SlingshotLevel7 |= Extra yield chance 45%
SlingshotLevel8 |= Extra yield chance 50%
SlingshotLevel9 |= Extra yield chance 75%
SlingshotLevel10 |= Triple yield chance 75%

FishingRodLevel2 |= Cast distance increase
FishingRodLevel3 |= Extra yield chance 25%
FishingRodLevel4 |= Cast distance increase
FishingRodLevel5 |= Extra yield chance 50%
FishingRodLevel6 |= Cast distance increase
FishingRodLevel7 |= Extra star chance 25%
FishingRodLevel8 |= Cast distance increase
FishingRodLevel9 |= Extra yield chance 75%
FishingRodLevel10 |= Extra star chance 75%

SpadeLevel2 |= Extra prize chance 2%
SpadeLevel3 |= Extra prize chance 5%
SpadeLevel4 |= Extra prize chance 10%
SpadeLevel5 |= Extra prize chance 15%
SpadeLevel6 |= Extra prize chance 20%
SpadeLevel7 |= Extra prize chance 25%
SpadeLevel8 |= Extra prize chance 30%
SpadeLevel9 |= Extra prize chance 50%
SpadeLevel10 |= Add a star rating to all relevant prizes

PickaxeLevel2 |= Extra yield chance 10%	
PickaxeLevel3 |= Better ore chance 10%	
PickaxeLevel4 |= Extra yield chance 25%	
PickaxeLevel5 |= Better ore chance 25%	
PickaxeLevel6 |= Extra yield chance 50%	
PickaxeLevel7 |= Better ore chance 50%
PickaxeLevel8 |= Extra yield chance 75%	
PickaxeLevel9 |= Better ore chance 75%	
PickaxeLevel10 |= Motherload - 25% chance of a quad yield with an extra star

SwordLevelUp |= Damage up

BowLevelUp |= Damage and stun duration up

UI_ThrowingGame_ExtraBall |= <anim_wave>Extra ball!
UI_ThrowingGame_Hit |= Hit
UI_ThrowingGame_Miss |= Miss
UI_ThrowingGame_Perfect |= Perfect
UI_ThrowingGame_Score |= Score <VAR1>
UI_ThrowingGame_Play |= Play Again ☎<VAR1>
UI_ThrowingGame_HowToPlay |= How to Play\nYou have 5 objects to throw\nHit targets for points\nHitting the centre and smaller targets are worth more\nA green centre gives an extra throw\nScore high to win prizes!
UI_ThrowingGame_HighScore |= High score!

UI_NameBaby_NameBoy |= What is your baby boy's name?
UI_NameBaby_NameGirl |= What is your baby girl's name?
UI_NameBaby_AnotherOne |= Huh... it's twins!

UI_KynseedTree_Uproot |= Uproot Kynseed
UI_KynseedTree_UprootQuestion |= You wish to end your life and pass on the Kynseed to a successor?\nAre you sure?
UI_KynseedTask_Money |= Money
UI_KynseedTaskDesc_Money |= Total brass earned
UI_KynseedTask_Reputation |= Reputation
UI_KynseedTaskDesc_Reputation |= Total Reputation received
UI_KynseedTask_Relationships |= Relationships
UI_KynseedTaskDesc_Relationships |= Total friendships made
UI_KynseedTask_MonsterSlayer |= Monster Slayer
UI_KynseedTask_GoodLover |= Good Lover
UI_KynseedTask_BadLover |= Bad Lover
UI_KynseedTask_WeddingMad |= Wedding Mad
UI_KynseedTask_AnimalLover |= Animal Lover
UI_KynseedTask_Generous |= Generous
UI_KynseedTask_Gardener |= Gardener
UI_KynseedTask_StatueSmasher |= Statue Smasher
UI_KynseedTask_AnimalRace |= Animal Race
UI_KynseedTask_Fisherman |= Fisherman
UI_KynseedTask_GrassCutter |= Grass Cutter
UI_KynseedTask_PotionMixer |= Potion Mixer
UI_KynseedTask_Salesman |= Salesman
UI_KynseedTask_Crafter |= Crafter
UI_KynseedTask_Chef |= Chef
UI_KynseedTaskDesc_MonsterSlayer |= Defeat monsters in combat
UI_KynseedTaskDesc_GoodLover |= Get positive outcomes on the Wheel of Delight
UI_KynseedTaskDesc_BadLover |= Get negative outcomes on the Wheel of Delight
UI_KynseedTaskDesc_WeddingMad |= Marry many times
UI_KynseedTaskDesc_AnimalLover |= Feed many animals
UI_KynseedTaskDesc_Generous |= Give lots of gifts
UI_KynseedTaskDesc_Gardener |= Plant and harvest grown seeds
UI_KynseedTaskDesc_StatueSmasher |= Smash Fire Statues in the combat zones
UI_KynseedTaskDesc_AnimalRace |= Play the racing minigames
UI_KynseedTaskDesc_Fisherman |= Catch lots of fish
UI_KynseedTaskDesc_GrassCutter |= Cut lots of long grass
UI_KynseedTaskDesc_PotionMixer |= Make lots of potions at the Apothecary
UI_KynseedTaskDesc_Salesman |= Sell items in the Goods Store to customers
UI_KynseedTaskDesc_Crafter |= Craft items at the Blacksmiths
UI_KynseedTaskDesc_Chef |= Cook lots of meals
UI_KynseedTask_Help |= This is the Kynseed Tree screen.\n\nHere you can Uproot the Kynseed to end your life early and pass on to your chosen heir. If you have no heir, a choice will be given.\n\nIt is advised to nurture your heirs as any Stats they gain from learning will be added to the next generation, making them more powerful each time.\n\nYou can also view 'Challenges' here.\nFill these objectives during your lifetime for rewards.\n\nThese are...\n<item:Stat_Token>, which will increase stats.\n<item:Fairweather_Token> which reduce the cost of arcane items.\n<item:Stamina_Token>, which give you an extra dot of stamina in combat.

UI_Blacksmith_CustomerOrderItem |= I'd like <VAR1> <VAR2>, please!
UI_Blacksmith_CustomerOrderTime |= I'll collect it in <VAR1> days at <VAR2>.
UI_Blacksmith_Collect |= Am here to collect my <VAR1> order.

UI_WheelOfDelight_Auto |= Auto-spin

UI_MirrorMirrorActive |= Effect active
UI_MirrorMirrorAlready |= Already used today

UI_SellToShop_ShopFunds |= Shop funds: <VAR1>
UI_SellToShop_Sell |= Sell <VAR1>
UI_SellToShop_Title |= Items to Sell
UI_SellToShop_Each |= <VAR1> each

UI_Gifting_OutOfSeason |= This seed is out of season.
